Site_ID    Latitude    Longitude    Elevation_in_Meters    State    Species_ID    Genus    Species    Common_Name    Kingdom    Individual_ID    Phenophase_ID    Phenophase_Description    First_Yes_Year    First_Yes_Month    First_Yes_Day    First_Yes_DOY    First_Yes_Julian_Date    NumDays_Since_Prior_No    Last_Yes_Year    Last_Yes_Month    Last_Yes_Day    Last_Yes_DOY    Last_Yes_Julian_Date    NumDays_Until_Next_No
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217595    371    Breaking leaf buds    2016    4    18    109    2457497    3    2016    5    4    125    2457513    5
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217595    467    Increasing leaf size    2016    4    20    111    2457499    2    2016    6    15    167    2457555    7
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217595    471    Falling leaves    2016    8    23    236    2457624    4    2016    10    24    298    2457686    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217595    483    Leaves    2016    4    20    111    2457499    2    2016    10    24    298    2457686    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217595    498    Colored leaves    2016    8    9    222    2457610    5    2016    10    24    298    2457686    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217595    501    Open flowers    2016    5    4    125    2457513    5    2016    5    18    139    2457527    2
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217595    501    Open flowers    2016    5    23    144    2457532    3    2016    5    23    144    2457532    2
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217595    501    Open flowers    2016    6    3    155    2457543    2    2016    6    3    155    2457543    3
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217599    371    Breaking leaf buds    2016    4    18    109    2457497    3    2016    5    4    125    2457513    5
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217599    371    Breaking leaf buds    2016    5    11    132    2457520    2    2016    5    13    134    2457522    3
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217599    467    Increasing leaf size    2016    4    22    113    2457501    2    2016    6    15    167    2457555    7
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217599    467    Increasing leaf size    2016    10    3    277    2457665    7    2016    10    3    277    2457665    10
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217599    471    Falling leaves    2016    8    19    232    2457620    3    2016    8    19    232    2457620    4
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217599    471    Falling leaves    2016    8    29    242    2457630    6    2016    10    24    298    2457686    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217599    483    Leaves    2016    4    22    113    2457501    2    2016    6    15    167    2457555    7
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217599    483    Leaves    2016    6    29    181    2457569    7    2016    9    26    270    2457658    7
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217599    483    Leaves    2016    10    13    287    2457675    10    2016    10    24    298    2457686    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217599    498    Colored leaves    2016    8    9    222    2457610    5    2016    10    24    298    2457686    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217599    501    Open flowers    2016    5    4    125    2457513    5    2016    5    18    139    2457527    2
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217599    501    Open flowers    2016    5    23    144    2457532    3    2016    5    23    144    2457532    2
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217599    501    Open flowers    2016    6    22    174    2457562    7    2016    6    22    174    2457562    7
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217600    371    Breaking leaf buds    2016    4    22    113    2457501    2    2016    5    4    125    2457513    5
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217600    467    Increasing leaf size    2016    4    27    118    2457506    3    2016    6    15    167    2457555    7
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217600    471    Falling leaves    2016    8    19    232    2457620    3    2016    10    24    298    2457686    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217600    483    Leaves    2016    4    27    118    2457506    3    2016    10    24    298    2457686    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217600    498    Colored leaves    2016    8    9    222    2457610    5    2016    10    24    298    2457686    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217600    501    Open flowers    2016    5    4    125    2457513    5    2016    5    23    144    2457532    2
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217601    371    Breaking leaf buds    2016    4    24    115    2457503    2    2016    5    4    125    2457513    5
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217601    467    Increasing leaf size    2016    5    4    125    2457513    5    2016    6    15    167    2457555    7
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217601    471    Falling leaves    2016    8    29    242    2457630    6    2016    10    13    287    2457675    11
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217601    483    Leaves    2016    5    4    125    2457513    5    2016    10    13    287    2457675    11
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217601    498    Colored leaves    2016    8    9    222    2457610    5    2016    10    13    287    2457675    11
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217601    501    Open flowers    2016    5    9    130    2457518    5    2016    5    18    139    2457527    2
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217601    501    Open flowers    2016    5    23    144    2457532    3    2016    5    27    148    2457536    5
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217602    371    Breaking leaf buds    2016    4    13    104    2457492    2    2016    4    13    104    2457492    2
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217602    371    Breaking leaf buds    2016    5    4    125    2457513    7    2016    5    13    134    2457522    3
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217602    467    Increasing leaf size    2016    5    9    130    2457518    5    2016    6    15    167    2457555    7
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217602    471    Falling leaves    2016    8    23    236    2457624    4    2016    11    7    312    2457700    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217602    483    Leaves    2016    5    9    130    2457518    5    2016    11    7    312    2457700    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217602    498    Colored leaves    2016    8    11    224    2457612    2    2016    11    7    312    2457700    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217602    501    Open flowers    2016    5    16    137    2457525    3    2016    6    3    155    2457543    3
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217603    371    Breaking leaf buds    2016    5    4    125    2457513    5    2016    5    4    125    2457513    5
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217603    467    Increasing leaf size    2016    5    4    125    2457513    5    2016    6    15    167    2457555    7
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217603    471    Falling leaves    2016    8    23    236    2457624    4    2016    11    1    306    2457694    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217603    483    Leaves    2016    5    4    125    2457513    5    2016    11    1    306    2457694    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217603    498    Colored leaves    2016    8    11    224    2457612    2    2016    11    1    306    2457694    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217603    501    Open flowers    2016    5    11    132    2457520    2    2016    5    18    139    2457527    2
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217603    501    Open flowers    2016    5    23    144    2457532    3    2016    5    23    144    2457532    2
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217603    501    Open flowers    2016    5    27    148    2457536    2    2016    6    1    153    2457541    2
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217604    371    Breaking leaf buds    2016    4    11    102    2457490    3    2016    4    13    104    2457492    2
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217604    371    Breaking leaf buds    2016    4    18    109    2457497    3    2016    4    20    111    2457499    2
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217604    371    Breaking leaf buds    2016    4    24    115    2457503    2    2016    5    4    125    2457513    5
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217604    467    Increasing leaf size    2016    4    27    118    2457506    3    2016    6    15    167    2457555    7
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217604    471    Falling leaves    2016    8    29    242    2457630    6    2016    10    24    298    2457686    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217604    483    Leaves    2016    4    27    118    2457506    3    2016    10    24    298    2457686    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217604    498    Colored leaves    2016    8    9    222    2457610    5    2016    10    24    298    2457686    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217604    501    Open flowers    2016    5    4    125    2457513    5    2016    5    18    139    2457527    2
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217604    501    Open flowers    2016    5    23    144    2457532    3    2016    5    23    144    2457532    2
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217604    501    Open flowers    2016    6    3    155    2457543    2    2016    6    3    155    2457543    3
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217606    371    Breaking leaf buds    2016    4    18    109    2457497    3    2016    5    4    125    2457513    5
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217606    467    Increasing leaf size    2016    4    20    111    2457499    2    2016    6    15    167    2457555    7
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217606    471    Falling leaves    2016    8    19    232    2457620    3    2016    10    24    298    2457686    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217606    483    Leaves    2016    4    20    111    2457499    2    2016    10    24    298    2457686    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217606    498    Colored leaves    2016    8    9    222    2457610    5    2016    10    24    298    2457686    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217606    501    Open flowers    2016    5    4    125    2457513    5    2016    5    27    148    2457536    5
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217609    371    Breaking leaf buds    2016    4    18    109    2457497    3    2016    5    4    125    2457513    5
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217609    371    Breaking leaf buds    2016    5    13    134    2457522    2    2016    5    13    134    2457522    3
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217609    467    Increasing leaf size    2016    5    4    125    2457513    5    2016    6    15    167    2457555    7
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217609    471    Falling leaves    2016    8    23    236    2457624    4    2016    10    24    298    2457686    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217609    483    Leaves    2016    5    4    125    2457513    5    2016    6    15    167    2457555    7
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217609    483    Leaves    2016    6    29    181    2457569    7    2016    10    24    298    2457686    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217609    498    Colored leaves    2016    8    11    224    2457612    2    2016    10    24    298    2457686    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217609    501    Open flowers    2016    5    4    125    2457513    5    2016    6    3    155    2457543    3
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217609    501    Open flowers    2016    6    22    174    2457562    7    2016    6    22    174    2457562    7
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217610    371    Breaking leaf buds    2016    4    13    104    2457492    2    2016    4    13    104    2457492    2
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217610    371    Breaking leaf buds    2016    4    18    109    2457497    3    2016    4    20    111    2457499    2
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217610    371    Breaking leaf buds    2016    4    24    115    2457503    2    2016    5    9    130    2457518    2
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217610    467    Increasing leaf size    2016    5    4    125    2457513    5    2016    6    15    167    2457555    7
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217610    471    Falling leaves    2016    8    29    242    2457630    6    2016    10    24    298    2457686    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217610    483    Leaves    2016    5    4    125    2457513    5    2016    10    24    298    2457686    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217610    498    Colored leaves    2016    8    9    222    2457610    5    2016    10    24    298    2457686    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217610    501    Open flowers    2016    5    9    130    2457518    5    2016    5    23    144    2457532    2
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217610    501    Open flowers    2016    5    27    148    2457536    2    2016    5    27    148    2457536    5
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217610    501    Open flowers    2016    6    3    155    2457543    2    2016    6    3    155    2457543    3
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217611    371    Breaking leaf buds    2016    4    27    118    2457506    3    2016    5    4    125    2457513    5
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217611    371    Breaking leaf buds    2016    5    11    132    2457520    2    2016    5    13    134    2457522    3
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217611    467    Increasing leaf size    2016    5    4    125    2457513    5    2016    6    15    167    2457555    7
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217611    471    Falling leaves    2016    8    23    236    2457624    4    2016    10    24    298    2457686    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217611    483    Leaves    2016    5    4    125    2457513    5    2016    10    24    298    2457686    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217611    498    Colored leaves    2016    8    16    229    2457617    5    2016    10    24    298    2457686    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217611    501    Open flowers    2016    5    11    132    2457520    2    2016    5    23    144    2457532    2
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217611    501    Open flowers    2016    5    27    148    2457536    2    2016    6    1    153    2457541    2
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217613    371    Breaking leaf buds    2016    4    18    109    2457497    3    2016    5    9    130    2457518    2
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217613    467    Increasing leaf size    2016    4    22    113    2457501    2    2016    6    15    167    2457555    7
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217613    471    Falling leaves    2016    8    19    232    2457620    3    2016    11    1    306    2457694    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217613    483    Leaves    2016    4    22    113    2457501    2    2016    11    1    306    2457694    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217613    498    Colored leaves    2016    8    9    222    2457610    5    2016    11    1    306    2457694    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217613    501    Open flowers    2016    5    4    125    2457513    5    2016    5    9    130    2457518    2
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217613    501    Open flowers    2016    5    13    134    2457522    2    2016    5    27    148    2457536    5
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217615    371    Breaking leaf buds    2016    4    22    113    2457501    2    2016    5    4    125    2457513    5
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217615    371    Breaking leaf buds    2016    5    11    132    2457520    2    2016    5    13    134    2457522    3
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217615    467    Increasing leaf size    2016    4    24    115    2457503    2    2016    6    15    167    2457555    7
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217615    471    Falling leaves    2016    8    23    236    2457624    7    2016    10    24    298    2457686    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217615    483    Leaves    2016    4    24    115    2457503    2    2016    10    24    298    2457686    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217615    498    Colored leaves    2016    8    9    222    2457610    5    2016    10    24    298    2457686    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217615    501    Open flowers    2016    5    4    125    2457513    5    2016    5    4    125    2457513    5
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217615    501    Open flowers    2016    5    13    134    2457522    2    2016    5    25    146    2457534    2
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217615    501    Open flowers    2016    6    3    155    2457543    2    2016    6    3    155    2457543    3
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217617    371    Breaking leaf buds    2016    4    18    109    2457497    3    2016    5    4    125    2457513    5
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217617    467    Increasing leaf size    2016    4    20    111    2457499    2    2016    6    15    167    2457555    7
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217617    471    Falling leaves    2016    8    19    232    2457620    3    2016    10    24    298    2457686    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217617    483    Leaves    2016    4    20    111    2457499    2    2016    10    24    298    2457686    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217617    498    Colored leaves    2016    8    11    224    2457612    2    2016    10    24    298    2457686    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217617    501    Open flowers    2016    5    4    125    2457513    5    2016    5    9    130    2457518    2
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217617    501    Open flowers    2016    5    13    134    2457522    2    2016    5    27    148    2457536    5
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217620    371    Breaking leaf buds    2016    4    11    102    2457490    3    2016    4    11    102    2457490    2
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217620    371    Breaking leaf buds    2016    4    18    109    2457497    3    2016    4    29    120    2457508    5
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217620    467    Increasing leaf size    2016    4    20    111    2457499    2    2016    6    15    167    2457555    7
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217620    471    Falling leaves    2016    8    29    242    2457630    6    2016    10    24    298    2457686    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217620    483    Leaves    2016    4    20    111    2457499    2    2016    10    24    298    2457686    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217620    498    Colored leaves    2016    8    9    222    2457610    5    2016    10    24    298    2457686    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217620    501    Open flowers    2016    5    4    125    2457513    5    2016    5    18    139    2457527    2
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217620    501    Open flowers    2016    5    23    144    2457532    3    2016    5    23    144    2457532    2
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217620    501    Open flowers    2016    6    3    155    2457543    2    2016    6    3    155    2457543    3
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217626    371    Breaking leaf buds    2016    4    18    109    2457497    3    2016    5    4    125    2457513    5
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217626    371    Breaking leaf buds    2016    5    11    132    2457520    2    2016    5    11    132    2457520    2
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217626    467    Increasing leaf size    2016    4    27    118    2457506    3    2016    6    15    167    2457555    7
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217626    471    Falling leaves    2016    8    19    232    2457620    3    2016    10    24    298    2457686    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217626    483    Leaves    2016    4    27    118    2457506    3    2016    6    29    181    2457569    7
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217626    483    Leaves    2016    7    20    202    2457590    14    2016    10    24    298    2457686    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217626    498    Colored leaves    2016    8    11    224    2457612    2    2016    10    24    298    2457686    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217626    501    Open flowers    2016    5    4    125    2457513    5    2016    5    4    125    2457513    5
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217626    501    Open flowers    2016    5    11    132    2457520    2    2016    5    18    139    2457527    2
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217626    501    Open flowers    2016    5    23    144    2457532    3    2016    5    23    144    2457532    2
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217626    501    Open flowers    2016    7    6    188    2457576    7    2016    7    6    188    2457576    14
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217627    371    Breaking leaf buds    2016    4    13    104    2457492    2    2016    4    13    104    2457492    2
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217627    371    Breaking leaf buds    2016    4    18    109    2457497    3    2016    5    4    125    2457513    5
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217627    467    Increasing leaf size    2016    4    22    113    2457501    2    2016    6    15    167    2457555    7
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217627    471    Falling leaves    2016    8    29    242    2457630    6    2016    10    13    287    2457675    11
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217627    483    Leaves    2016    4    22    113    2457501    2    2016    10    13    287    2457675    11
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217627    498    Colored leaves    2016    8    9    222    2457610    5    2016    10    13    287    2457675    11
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217627    501    Open flowers    2016    5    11    132    2457520    2    2016    5    18    139    2457527    2
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217627    501    Open flowers    2016    5    23    144    2457532    3    2016    5    23    144    2457532    2
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217628    371    Breaking leaf buds    2016    4    18    109    2457497    3    2016    5    4    125    2457513    5
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217628    371    Breaking leaf buds    2016    5    11    132    2457520    2    2016    5    11    132    2457520    2
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217628    467    Increasing leaf size    2016    4    20    111    2457499    2    2016    6    15    167    2457555    7
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217628    471    Falling leaves    2016    8    19    232    2457620    3    2016    8    19    232    2457620    4
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217628    471    Falling leaves    2016    8    29    242    2457630    6    2016    10    24    298    2457686    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217628    483    Leaves    2016    4    20    111    2457499    2    2016    10    24    298    2457686    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217628    498    Colored leaves    2016    8    9    222    2457610    5    2016    10    24    298    2457686    -9999
35904    38.890175    -78.139771    360    VA    80    Juglans    nigra    black walnut    Plantae    217628    501    Open flowers    2016    5    4    125    2457513    5    2016    5    27    148    2457536    5
443    42.304653    -83.70118    276    MI    80    Juglans    nigra    black walnut    Plantae    1978    371    Breaking leaf buds    2017    4    23    113    2457867    5    2017    5    17    137    2457891    11
443    42.304653    -83.70118    276    MI    80    Juglans    nigra    black walnut    Plantae    1978    390    Ripe fruits    2017    8    21    233    2457987    28    2017    11    6    310    2458064    5
443    42.304653    -83.70118    276    MI    80    Juglans    nigra    black walnut    Plantae    1978    467    Increasing leaf size    2017    5    6    126    2457880    3    2017    6    10    161    2457915    19
443    42.304653    -83.70118    276    MI    80    Juglans    nigra    black walnut    Plantae    1978    471    Falling leaves    2017    9    18    261    2458015    6    2017    9    18    261    2458015    3
443    42.304653    -83.70118    276    MI    80    Juglans    nigra    black walnut    Plantae    1978    471    Falling leaves    2017    9    27    270    2458024    6    2017    11    6    310    2458064    5
443    42.304653    -83.70118    276    MI    80    Juglans    nigra    black walnut    Plantae    1978    483    Leaves    2017    4    29    119    2457873    3    2017    11    6    310    2458064    5
443    42.304653    -83.70118    276    MI    80    Juglans    nigra    black walnut    Plantae    1978    498    Colored leaves    2017    8    27    239    2457993    6    2017    11    6    310    2458064    5
443    42.304653    -83.70118    276    MI    80    Juglans    nigra    black walnut    Plantae    1978    500    Flowers or flower buds    2017    4    8    98    2457852    11    2017    4    8    98    2457852    4
443    42.304653    -83.70118    276    MI    80    Juglans    nigra    black walnut    Plantae    1978    500    Flowers or flower buds    2017    4    23    113    2457867    5    2017    6    5    156    2457910    5
443    42.304653    -83.70118    276    MI    80    Juglans    nigra    black walnut    Plantae    1978    501    Open flowers    2017    5    28    148    2457902    11    2017    6    5    156    2457910    5
443    42.304653    -83.70118    276    MI    80    Juglans    nigra    black walnut    Plantae    1978    502    Pollen release (flowers)    2017    6    2    153    2457907    2    2017    6    5    156    2457910    5
443    42.304653    -83.70118    276    MI    80    Juglans    nigra    black walnut    Plantae    1978    504    Recent fruit or seed drop    2017    8    27    239    2457993    6    2017    10    25    298    2458052    7
443    42.304653    -83.70118    276    MI    80    Juglans    nigra    black walnut    Plantae    1978    516    Fruits    2017    5    28    148    2457902    11    2017    11    6    310    2458064    5
1447    42.176537    -85.892448    230    MI    80    Juglans    nigra    black walnut    Plantae    2380    500    Flowers or flower buds    2017    5    9    129    2457883    23    2017    5    9    129    2457883    -9999
8903    35.463467    -83.433441    568    NC    80    Juglans    nigra    black walnut    Plantae    29953    467    Increasing leaf size    2017    7    7    188    2457942    -9999    2017    7    7    188    2457942    -9999
